Company Sales Performance Report & Forecast Data,,,,,,,,,,
Confidential - Internal Use Only,,,,,,,,,,
Generated on: 2026-07-16,,,,,,,,,,
,,,,,,,,,,
Order ID,Order_Date,Customer Name,Region ,Product Category,Revenue ($),Quantity,Status,Blank_Column_1,Blank_Column_2,Blank_Column_3
ORD-01495,03-11-2023,Meena Krishnan,North,Electronics   ,"$2,173.83",4, Active,nan,,nan
ORD-02363,28-01-2023,  Kavya Nair  ,  North ,Office Supplies,2636.59,13,Active,nan,,nan
ORD-01490,08-04-2024,Nikhil Desai,South,Electronics,6816.14,5.5, Active,nan,,nan
ORD-01353,28-02-2024,Vivek Chopra,West,Office Supplies   ,0.0,29,Cancelled,nan,,nan
ORD-01820,21-02-2023,Rajesh Choudhury,  South ,Office Supplies,2034.63,3,Active,nan,,nan
ORD-01416,07-09-2023,Asha Kulkarni,South,Electronics   ,15429.74,4, Active,nan,,nan
ORD-01464,16-03-2023,Rohan Mehta,  South ,Electronics,12388.59,1,Active,nan,,nan
ORD-01623,27-04-2023,Sneha Gupta,East,Electronics,897.11,five,Active,nan,,nan
ORD-01318,29-07-2024,Nikhil Desai,South,Office Supplies,"$2,606.07",8,Active,nan,,nan
ORD-02194,25-09-2024,Sarita Bansal,West,Office Supplies,nan,22,Active,nan,,nan
ORD-02140,04-08-2023,Deepa Pillai,  East ,Office Supplies,0.0,26,Returned,nan,,nan
ORD-01049,20-07-2024,Amit Kumar,nan,Office Supplies,776.67,11, Active,nan,,nan
ORD-02070,20-09-2024,Asha Kulkarni,  South ,Office Supplies   ,1951.34,25,Active,nan,,nan
ORD-02088,18-04-2023,Rajesh Choudhury,  South ,Office Supplies,2383.99,4,Active,nan,,nan
ORD-01832,22-09-2023,  Padma Subramaniam  ,West,Office Supplies,0.0,23, Cancelled,nan,,nan
ORD-01173,29-04-2023,Sneha Gupta,East,Office Supplies,518.04,15,Active,nan,,nan
ORD-01021,27-09-2023,Varun Naik,  North ,Office Supplies,3198.57,28,Active,nan,,nan
ORD-01742,27-09-2023,Suresh Rao,West,Office Supplies   ,1233.68,6,Active,nan,,nan
ORD-02085,11-02-2023,Arjun Reddy,South,Electronics,17807.33,4,Active,nan,,nan
ORD-02318,04-08-2023,Vivek Chopra,West,Furniture,14627.93,unknown,Active,nan,,nan
ORD-01959,24-11-2024,Sanjay Joshi,  West ,Electronics,30537.84,1,Active,nan,,nan
ORD-01068,28-06-2023,Sarita Bansal,  West ,Furniture,9998.49,1,Active,nan,,nan
ORD-01526,19-05-2024,  Divya Kaur  ,North,Furniture,2095.29,8,Active,nan,,nan
ORD-02477,07-10-2023,Amit Kumar,South,Electronics   ,12895.19,1,Active,nan,,nan
ORD-02494,2024-02-31,Divya Kaur,North,Electronics,15737.77,2,Active,nan,,nan
ORD-01295,04-09-2023,Aakash Bhat,South,Electronics   ,3033.89,4,Active,nan,,nan
ORD-01010,2024/01/09,Deepa Pillai,East,Electronics,NA,1, Active,nan,,nan
ORD-02334,nan,Dev Mathur,  East ,Electronics,30639.74,3,Active,nan,,nan
ORD-01693,02-05-2023,Riya Malhotra,  East ,Furniture,0.0,8,Cancelled,nan,,nan
ORD-02077,09-03-2023,Vivek Chopra,West,Electronics,35380.79,5,Active,nan,,nan
ORD-01773,20-05-2023,  Tara Saxena  ,East,Furniture,0.0,5,Cancelled,nan,,nan
ORD-01523,13-10-2024,Arjun Reddy,South,Office Supplies,2254.9,29,Active,nan,,nan
ORD-02413,30-06-2023,Harsh Shah,West,Electronics,9552.51,2, Active,nan,,nan
ORD-01629,27-06-2024,Vikram Singh,West,Furniture,15147.05,8,Active,nan,,nan
ORD-01667,07-05-2023,Priya Patel,  West ,Office Supplies   ,1938.96,3,Active,nan,,nan
ORD-02316,28-06-2023,nan,  South ,Electronics,8691.53,1, Active,nan,,nan
ORD-02284,12-10-2023,Ajay Rastogi,  North ,Electronics   ,0.0,unknown,Cancelled,nan,,nan
ORD-01738,13-08-2024,Pooja Iyer,West,Furniture,16931.88,1,Active,nan,,nan
ORD-02059,31-10-2024,Tara Saxena,East,Furniture   ,16350.24,4, Active,nan,,nan
ORD-02361,26-02-2024,Padma Subramaniam,West,Furniture,1654.65,2,Active,nan,,nan
ORD-02280,18-04-2024,Harsh Shah,West,Furniture,$0.00,1,Returned,nan,,nan
ORD-02458,24-01-2023,Nidhi Bhatt,  South ,Office Supplies,0.0,23,Returned,nan,,nan
ORD-01256,02-12-2024,Bhavna Dubey,South,Furniture,11481.72,3, Active,nan,,nan
ORD-02186,04-11-2023,Suresh Rao,West,Furniture,10363.08,2,Active,nan,,nan
ORD-01533,2024-02-31,Ajay Rastogi,North,Furniture,3018.54,6,Active,nan,,nan
ORD-01101,2024/04/06,Suresh Rao,West,Office Supplies   ,2155.64,13,Active,nan,,nan
ORD-01763,Not Available,Dev Mathur,East,Office Supplies   ,1625.07,24, Active,nan,,nan
ORD-01881,nan,Sneha Gupta,  East ,Office Supplies   ,1874.87,3,Active,nan,,nan
ORD-01545,13-02-2023,Kiran Nambiar,West,Electronics,"$44,879.30",2,Active,nan,,nan
ORD-01223,12-02-2023,Yash Agarwal,North,Office Supplies   ,2298.84,five,Active,nan,,nan
ORD-01216,30-05-2023,Meena Krishnan,North,Office Supplies   ,577.4,25,Active,nan,,nan
ORD-01818,30-10-2024,Tarun Mukerjee,East,Office Supplies,2732.09,13,Active,nan,,nan
ORD-01907,27-07-2024,Varun Naik,North,Office Supplies,1258.6,11, Active,nan,,nan
ORD-01312,27-06-2023,Bhavna Dubey,South,Furniture,9969.04,5,Active,nan,,nan
ORD-02230,07-07-2024,Tara Saxena,  East ,Office Supplies,1953.66,17,Active,nan,,nan
ORD-02348,06-12-2024,nan,East,Electronics   ,9595.74,4,Active,nan,,nan
ORD-01766,24-09-2023,Amit Kumar,  South ,Electronics,23930.58,2,Active,nan,,nan
ORD-01865,10-04-2024,Arjun Reddy,South,Office Supplies,2287.59,23,Active,nan,,nan
ORD-01673,18-07-2023,Lakshmi Venkat,North,Furniture,NA,5,Cancelled,nan,,nan
ORD-01109,03-05-2023,Dev Mathur,  East ,Office Supplies,0.0,7,Cancelled,nan,,nan
ORD-01309,20-01-2023,Yash Agarwal,North,Electronics   ,19052.84,2, Active,nan,,nan
ORD-02182,30-07-2024,Tarun Mukerjee,East,Furniture,14654.6,3,Active,nan,,nan
ORD-01564,24-10-2024,Riya Malhotra,East,Furniture   ,0.0,1, Returned,nan,,nan
ORD-02488,2023/10/20,Padma Subramaniam,West,Electronics   ,0.0,4,Cancelled,nan,,nan
ORD-01288,09-04-2024,Kavya Nair,  North ,Electronics,20230.56,4, Active,nan,,nan
ORD-01120,02-10-2024,Aakash Bhat,  South ,Electronics   ,7741.92,2, Active,nan,,nan
ORD-02355,10-09-2023,Asha Kulkarni,  South ,Office Supplies   ,3083.38,15, Active,nan,,nan
ORD-02217,10-06-2023,Tara Saxena,East,Office Supplies   ,1769.45,28, Active,nan,,nan
ORD-01239,24-06-2024,Sunita Menon,East,Electronics,36215.66,2, Active,nan,,nan
ORD-01642,22-10-2023,Vikram Singh,West,Furniture,7673.22,nan,Active,nan,,nan
ORD-01192,01-03-2024,Sneha Gupta,  East ,Furniture,12072.41,6,Active,nan,,nan
ORD-01902,16-05-2023,Aakash Bhat,South,Furniture,7160.31,2,Active,nan,,nan
ORD-01672,01-01-2024,Pooja Iyer,North,Electronics   ,5221.99,5,Active,nan,,nan
ORD-01949,14-01-2024,Sanjay Joshi,West,Office Supplies,864.88,6,Active,nan,,nan
ORD-01454,17-11-2023,Harsh Shah,West,Electronics,17716.27,2, Active,nan,,nan
ORD-01483,27-08-2023,Dev Mathur,East,Office Supplies   ,3076.34,11,Active,nan,,nan
ORD-02266,21-07-2024,Nidhi Bhatt,  South ,Electronics   ,NA,2,Active,nan,,nan
ORD-02035,31-03-2024,Bhavna Dubey,South,Electronics,"$40,504.06",3,Active,nan,,nan
ORD-01191,18-07-2024,Aakash Bhat,  South ,Electronics,19090.56,4,Active,nan,,nan
ORD-02065,24-10-2023,nan,East,Electronics,0.0,2, Returned,nan,,nan
ORD-01765,08-05-2024,Dev Mathur,  East ,Electronics,20330.23,five,Active,nan,,nan
ORD-01492,02-01-2024,Aakash Bhat,  South ,Furniture,"$4,990.64",2.5,Active,nan,,nan
ORD-01936,19-07-2024,Yash Agarwal,North,Electronics,9011.96,5,Active,nan,,nan
ORD-01834,03-03-2023,Tara Saxena,East,Office Supplies   ,2181.98,2,Active,nan,,nan
ORD-02283,24-12-2024,Tarun Mukerjee,nan,Electronics,44304.45,4, Active,nan,,nan
ORD-02412,14-12-2024,  Sunita Menon  ,East,Office Supplies   ,"$1,044.77",14,nan,nan,,nan
ORD-01842,05-06-2023,Gaurav Mishra,South,Office Supplies,nan,24,Active,nan,,nan
ORD-01772,19-10-2023,Dev Mathur,East,Furniture   ,3627.61,2,Active,nan,,nan
ORD-01908,nan,Tara Saxena,East,Electronics   ,3948.93,5, Active,nan,,nan
ORD-01852,27-01-2023,Smita Patil,  West ,Electronics   ,23002.75,5,Active,nan,,nan
ORD-01690,20-02-2024,Smita Patil,East,Furniture,8917.45,8,Active,nan,,nan
ORD-01572,07-11-2024,  Lakshmi Venkat  ,  North ,Office Supplies,137.82,16,Active,nan,,nan
ORD-01272,24-07-2023,Rahul Verma,West,Electronics,20780.29,4,nan,nan,,nan
ORD-02136,07-01-2024,Manish Srivastava,East,Furniture,0.0,1,Cancelled,nan,,nan
ORD-01646,2024/06/10,nan,West,Furniture,5240.29,5, Active,nan,,nan
ORD-01590,04-12-2024,Pooja Iyer,North,Furniture,6658.74,4.5, Active,nan,,nan
ORD-01210,2024/08/12,Kiran Nambiar,West,Office Supplies,2258.49,10, Active,nan,,nan
ORD-01404,Not Available,Aakash Bhat,South,Furniture   ,15013.69,2,Active,nan,,nan
ORD-02309,14-11-2024,  Manish Srivastava  ,  East ,Furniture   ,10915.79,6,Active,nan,,nan
ORD-02119,04-07-2023,Rohan Mehta,nan,Office Supplies,3026.35,19,Active,nan,,nan
ORD-01018,08-03-2024,nan,West,Office Supplies,3486.62,17,Active,nan,,nan
ORD-02169,nan,  Geeta Pandey  ,West,Electronics   ,38186.06,2, Active,nan,,nan
ORD-01964,13-12-2024,Sanjay Joshi,West,Furniture,11990.46,2,Active,nan,,nan
ORD-02269,07-04-2024,Priya Patel,West,Office Supplies,1047.91,6, Active,nan,,nan
ORD-02374,27-11-2023,Padma Subramaniam,West,Office Supplies   ,764.56,18,Active,nan,,nan
ORD-01887,16-02-2023,Gaurav Mishra,South,Office Supplies,782.57,21,Active,nan,,nan
ORD-01631,26-11-2023,Varun Naik,North,Furniture   ,17637.16,4, Active,nan,,nan
ORD-01888,07-12-2024,  Tara Saxena  ,East,Electronics,14403.55,5,Active,nan,,nan
ORD-01429,01-06-2024,Geeta Pandey,  West ,Furniture,7656.66,8,Active,nan,,nan
ORD-02141,21-10-2024,Sunita Menon,  East ,Furniture,15636.07,8,Active,nan,,nan
ORD-01197,08-05-2024,Riya Malhotra,East,Furniture   ,15263.11,6,Active,nan,,nan
ORD-02034,18-12-2023,Lakshmi Venkat,North,Office Supplies,2454.18,27, Active,nan,,nan
ORD-01999,30-04-2024,Geeta Pandey,West,Office Supplies,3233.22,nan,Active,nan,,nan
ORD-02254,21-10-2024,Padma Subramaniam,West,Office Supplies   ,1919.33,25.5, Active,nan,,nan
ORD-01164,04-02-2023,Nidhi Bhatt,South,Electronics   ,4783.9,3,Active,nan,,nan
ORD-01140,18-07-2024,Amit Kumar,South,Office Supplies,1803.43,five,Active,nan,,nan
ORD-02451,26-10-2023,Amit Kumar,South,Office Supplies   ,nan,21,Active,nan,,nan
ORD-01718,29-01-2024,Rajesh Choudhury,  South ,Office Supplies,1038.32,20,Active,nan,,nan
ORD-02042,19-02-2024,Geeta Pandey,  West ,Furniture,16722.26,nan,Active,nan,,nan
ORD-01600,07-05-2024,  Gaurav Mishra  ,nan,Electronics,30486.18,1,Active,nan,,nan
ORD-02364,13-02-2024,Neha Tiwari,North,Electronics,"$11,876.77",five,Active,nan,,nan
ORD-01491,09-06-2023,Sneha Gupta,East,Furniture,5858.39,2,Active,nan,,nan
ORD-02264,31-05-2024,Divya Kaur,North,Furniture   ,1373.19,8, Active,nan,,nan
ORD-01606,06-04-2023,  Harsh Shah  ,West,Electronics,"$5,831.37",4,Active,nan,,nan
ORD-01803,10-04-2023,Sneha Gupta,  East ,Office Supplies,1379.39,7, Active,nan,,nan
ORD-01748,12-04-2023,Deepa Pillai,East,Furniture,15149.8,2,Active,nan,,nan
ORD-02058,03-01-2023,Amit Kumar,South,Office Supplies,2928.14,16, Active,nan,,nan
ORD-02483,01-10-2023,Vikram Singh,West,Office Supplies,0.0,23,Returned,nan,,nan
ORD-01299,17-07-2024,Nikhil Desai,  South ,Office Supplies,2397.38,4,Active,nan,,nan
ORD-01521,05-02-2024,Ajay Rastogi,  East ,Office Supplies,$812.09,19,Active,nan,,nan
ORD-01202,2024-02-31,nan,East,Office Supplies   ,1169.12,19,Active,nan,,nan
ORD-01824,29-10-2024,Ajay Rastogi,North,Office Supplies,3489.92,17, Active,nan,,nan
ORD-01368,17-07-2024,Gaurav Mishra,South,Furniture   ,17407.2,8,Active,nan,,nan
ORD-02113,20-06-2023,Sarita Bansal,West,Furniture,3871.13,2,Active,nan,,nan
ORD-02258,16-02-2023,Geeta Pandey,West,Electronics,15826.08,2, Active,nan,,nan
ORD-02330,nan,Sarita Bansal,West,Furniture   ,8575.65,7.5,Active,nan,,nan
ORD-01995,28-06-2023,Sarita Bansal,  West ,Office Supplies,$671.00,16,Active,nan,,nan
ORD-01826,18-11-2024,Sunita Menon,  East ,Furniture   ,3671.67,6,Active,nan,,nan
ORD-02006,16-09-2024,Bhavna Dubey,  South ,Furniture,2714.36,nan, Active,nan,,nan
ORD-02096,07-11-2023,Sarita Bansal,  West ,Electronics,0.0,5,Returned,nan,,nan
ORD-02375,2024/03/14,Rahul Verma,West,Electronics,16560.67,2, Active,nan,,nan
ORD-02108,25-10-2024,Vivek Chopra,West,Office Supplies,275.98,10,Active,nan,,nan
ORD-02250,nan,Yash Agarwal,  North ,Office Supplies,1172.0,26, Active,nan,,nan
ORD-01382,31-07-2024,Priya Patel,East,Furniture,577.15,4,nan,nan,,nan
ORD-01240,23-02-2023,Manish Srivastava,East,Office Supplies,"$3,273.31",23,Active,nan,,nan
ORD-01151,03-04-2023,Kiran Nambiar,  West ,Office Supplies,2478.42,4,Active,nan,,nan
ORD-02234,09-08-2024,Ananya Sharma,North,Electronics,36398.13,5,Active,nan,,nan
ORD-02071,03-03-2024,Bhavna Dubey,South,Electronics,36992.94,1,Active,nan,,nan
ORD-01363,17-10-2023,Divya Kaur,  North ,Office Supplies,1289.45,9,Active,nan,,nan
ORD-02303,10-05-2023,Varun Naik,North,Furniture,8820.77,8,Active,nan,,nan
ORD-02431,05-08-2023,Deepa Pillai,  East ,Office Supplies,2464.69,4,Active,nan,,nan
ORD-02181,12-01-2024,Varun Naik,North,Furniture,15971.81,8,Active,nan,,nan
ORD-01955,04-04-2024,Divya Kaur,North,Office Supplies,ERROR,2,Active,nan,,nan
ORD-01141,13-03-2023,Nikhil Desai,  South ,Furniture,"$6,315.79",5,Active,nan,,nan
ORD-02126,24-10-2024,Priya Patel,East,Furniture   ,2714.82,5,Active,nan,,nan
ORD-01065,17-11-2024,Neha Tiwari,  North ,Electronics,42740.25,3, Active,nan,,nan
ORD-01355,2023/11/23,Sunita Menon,East,Furniture,6963.35,8,Active,nan,,nan
ORD-01648,2024-02-31,  Lakshmi Venkat  ,North,Office Supplies,2173.85,22,Active,nan,,nan
ORD-02216,12-02-2023,  Varun Naik  ,  North ,Office Supplies   ,457.3,five,Active,nan,,nan
ORD-01113,2024/05/17,Sneha Gupta,  East ,Office Supplies   ,1030.97,16,Active,nan,,nan
ORD-01722,nan,Rajesh Choudhury,South,Furniture   ,7476.48,4.5,Active,nan,,nan
ORD-01168,21-11-2024,Rajesh Choudhury,South,Office Supplies   ,"$1,311.92",26,Active,nan,,nan
ORD-01451,08-04-2023,Ananya Sharma,North,Electronics,"$6,665.33",2,Active,nan,,nan
ORD-01771,03-09-2023,Asha Kulkarni,South,Office Supplies,2836.13,22,Active,nan,,nan
ORD-01796,24-02-2024,Lakshmi Venkat,North,Office Supplies,2323.17,2, Active,nan,,nan
ORD-02456,nan,Arjun Reddy,South,Office Supplies,1368.25,21,Active,nan,,nan
ORD-01767,21-10-2023,Manish Srivastava,East,Office Supplies   ,3231.2,25, Active,nan,,nan
ORD-02464,04-07-2023,Ananya Sharma,nan,Furniture,2477.9,nan,Active,nan,,nan
ORD-02154,22-10-2023,  Geeta Pandey  ,nan,Furniture   ,15457.18,4,Active,nan,,nan
ORD-01828,30-09-2024,Amit Kumar,South,Electronics,9626.09,3,Active,nan,,nan
ORD-02471,17-07-2024,Meena Krishnan,North,Office Supplies,3167.63,13, Active,nan,,nan
ORD-02145,18-10-2024,Pooja Iyer,South,Office Supplies   ,NA,19,Active,nan,,nan
ORD-02465,31-07-2023,Deepa Pillai,East,Furniture,15370.67,1,Active,nan,,nan
ORD-01692,20-10-2024,Nikhil Desai,South,Electronics,0.0,5,Cancelled,nan,,nan
ORD-01469,08-09-2023,Arjun Reddy,South,Electronics,20839.04,5, Active,nan,,nan
ORD-01099,nan,  Nikhil Desai  ,South,Office Supplies,2722.51,15,Active,nan,,nan
ORD-01063,18-11-2023,Kiran Nambiar,  West ,Office Supplies   ,448.98,29,Active,nan,,nan
ORD-01131,23-02-2024,Gaurav Mishra,  South ,Electronics   ,38711.8,3,Active,nan,,nan
ORD-01649,17-05-2024,Ajay Rastogi,North,Electronics   ,35454.19,3,Active,nan,,nan
ORD-02387,25-01-2023,nan,East,Furniture   ,6366.29,4,Active,nan,,nan
ORD-01082,22-02-2024,  Gaurav Mishra  ,South,Furniture,1402.1,7,Active,nan,,nan
ORD-02176,05-08-2024,Pooja Iyer,North,Electronics,36228.86,3,Active,nan,,nan
ORD-01280,13-05-2023,Kiran Nambiar,  West ,Electronics   ,37547.47,5,Active,nan,,nan
ORD-02144,2024/04/09,Rohan Mehta,  South ,Office Supplies,2263.49,21,Active,nan,,nan
ORD-01861,20-10-2023,Bhavna Dubey,  South ,Furniture,$0.00,1, Cancelled,nan,,nan
ORD-02393,13-08-2024,Yash Agarwal,  North ,Electronics   ,12816.25,4,Active,nan,,nan
ORD-01609,05-08-2024,Yash Agarwal,North,Furniture   ,0.0,1,Cancelled,nan,,nan
ORD-01176,Not Available,Harsh Shah,West,Furniture,"$17,124.83",6, Active,nan,,nan
ORD-01061,18-10-2024,Varun Naik,  North ,Office Supplies   ,"$1,192.47",1,Active,nan,,nan
ORD-01613,05-12-2024,Sarita Bansal,  West ,Office Supplies,NA,16,Active,nan,,nan
ORD-01438,27-10-2023,Tara Saxena,East,Office Supplies   ,"$3,449.93",nan, Active,nan,,nan
ORD-01311,15-06-2024,Aakash Bhat,South,Office Supplies,1700.38,13, Active,nan,,nan
ORD-02060,2023/05/03,Nikhil Desai,  South ,Electronics,27271.0,3,Active,nan,,nan
ORD-01854,17-07-2023,nan,North,Furniture,0.0,4,Returned,nan,,nan
ORD-01338,28-03-2024,Rahul Verma,West,Office Supplies,2061.86,3,Active,nan,,nan
ORD-02046,12-11-2023,Rohan Mehta,South,Electronics,20511.99,1,Active,nan,,nan
ORD-02066,07-04-2023,Tarun Mukerjee,  East ,Office Supplies,0.0,nan,Cancelled,nan,,nan
ORD-02090,08-01-2024,Neha Tiwari,North,Office Supplies,2961.9,13,Active,nan,,nan
ORD-01153,03-01-2024,Harsh Shah,West,Electronics   ,0.0,5,Cancelled,nan,,nan
ORD-02484,13-09-2023,Tarun Mukerjee,East,Furniture,3540.95,6,Active,nan,,nan
ORD-01083,nan,Rohan Mehta,South,Office Supplies   ,1362.31,1, Active,nan,,nan
ORD-02370,18-10-2024,Sneha Gupta,East,Furniture,8158.56,1,Active,nan,,nan
ORD-02165,17-11-2023,Kiran Nambiar,West,Furniture   ,0.0,8,Returned,nan,,nan
ORD-01599,21-12-2024,Sunita Menon,East,Electronics,0.0,2,Cancelled,nan,,nan
ORD-01676,04-01-2024,Pooja Iyer,  North ,Furniture,15838.58,8,Active,nan,,nan
ORD-01161,20-02-2023,Tarun Mukerjee,East,Furniture,nan,4,Active,nan,,nan
ORD-01456,07-08-2023,Amit Kumar,South,Office Supplies,2418.65,28,Active,nan,,nan
ORD-01661,19-02-2024,Kiran Nambiar,West,Furniture,12217.39,1,Active,nan,,nan
ORD-01653,nan,  Ananya Sharma  ,North,Furniture,8188.31,4, Active,nan,,nan
ORD-01352,04-09-2024,Lakshmi Venkat,North,Electronics,"$44,367.74",5,Active,nan,,nan
ORD-02117,29-10-2024,Vivek Chopra,West,Furniture,"$7,962.52",6,Active,nan,,nan
ORD-01505,07-10-2024,Dev Mathur,East,Furniture,14139.91,nan,Active,nan,,nan
ORD-02497,24-09-2024,Geeta Pandey,North,Office Supplies,NA,10,Active,nan,,nan
ORD-01250,11-06-2024,Ajay Rastogi,  North ,Electronics,13674.22,1,Active,nan,,nan
ORD-02112,08-12-2024,Aakash Bhat,  South ,Office Supplies,2849.53,22,Active,nan,,nan
ORD-02478,16-08-2023,Divya Kaur,North,Electronics   ,8567.33,3,Active,nan,,nan
ORD-01715,08-08-2023,Varun Naik,nan,Furniture,14475.11,1,Active,nan,,nan
ORD-01937,Not Available,Geeta Pandey,West,Electronics,32276.15,3, Active,nan,,nan
ORD-01524,02-04-2024,Ananya Sharma,North,Electronics,NA,3, Active,nan,,nan
ORD-01052,26-09-2023,  Deepa Pillai  ,East,Office Supplies,2484.55,18, Active,nan,,nan
ORD-01595,16-09-2023,Manish Srivastava,  East ,Electronics,31527.49,1,Active,nan,,nan
ORD-01611,06-03-2023,Meena Krishnan,North,Electronics,0.0,5,Returned,nan,,nan
ORD-01702,19-06-2024,Varun Naik,  North ,Electronics,27563.59,2, Active,nan,,nan
ORD-01468,11-10-2024,Kavya Nair,North,Furniture,13220.26,4,Active,nan,,nan
ORD-02121,20-03-2024,Ajay Rastogi,  North ,Electronics,23884.32,3, Active,nan,,nan
ORD-01433,12-02-2023,Yash Agarwal,North,Furniture,"$2,112.77",4,Active,nan,,nan
ORD-01254,17-01-2023,Smita Patil,East,Furniture,$0.00,2,Returned,nan,,nan
ORD-01768,03-11-2023,Ananya Sharma,  North ,Furniture   ,10866.97,nan,Active,nan,,nan
ORD-01048,2024-02-31,Sneha Gupta,East,Electronics   ,0.0,nan,Returned,nan,,nan
ORD-01093,13-01-2024,Deepa Pillai,  East ,Office Supplies   ,nan,nan,Active,nan,,nan
ORD-01138,17-04-2024,Rahul Verma,West,Electronics,22828.2,3, Active,nan,,nan
ORD-02149,06-07-2023,Rajesh Choudhury,  South ,Office Supplies,824.48,1,Active,nan,,nan
ORD-01892,10-12-2023,  Bhavna Dubey  ,South,Furniture,16721.88,1,Active,nan,,nan
ORD-02453,22-06-2023,Vikram Singh,  West ,Furniture   ,3479.5,nan,Active,nan,,nan
ORD-01969,18-05-2024,Sneha Gupta,East,Furniture,4165.44,2,Active,nan,,nan
ORD-02443,24-11-2023,Vivek Chopra,West,Office Supplies   ,0.0,28,Cancelled,nan,,nan
ORD-01471,23-05-2024,Smita Patil,East,Office Supplies   ,944.4,12,Active,nan,,nan
ORD-01114,15-12-2023,Sanjay Joshi,West,Furniture,16956.83,8,Active,nan,,nan
ORD-02295,31-08-2023,nan,North,Office Supplies,1562.93,five,Active,nan,,nan
ORD-01731,22-10-2023,Arjun Reddy,  South ,Office Supplies,"$2,882.71",3.5, Active,nan,,nan
ORD-02347,07-04-2024,Vivek Chopra,  West ,Electronics   ,30629.94,2,Active,nan,,nan
ORD-02383,31-08-2023,Kiran Nambiar,  West ,Office Supplies,323.89,5,Active,nan,,nan
ORD-02221,26-06-2024,Sunita Menon,East,Electronics,36238.18,4, Active,nan,,nan
ORD-02346,05-02-2024,Kavya Nair,North,Electronics,NA,3,Active,nan,,nan
ORD-01546,22-09-2023,Lakshmi Venkat,North,Electronics,4646.61,5,Active,nan,,nan
ORD-01388,20-01-2024,Kiran Nambiar,West,Office Supplies,0.0,3,Returned,nan,,nan
ORD-01252,05-01-2024,Kavya Nair,North,Office Supplies,1800.28,17,Active,nan,,nan
ORD-02408,19-06-2023,Kiran Nambiar,West,Furniture,9161.45,7,Active,nan,,nan
ORD-01706,26-01-2024,Smita Patil,East,Office Supplies   ,0.0,27, Cancelled,nan,,nan
ORD-02039,01-09-2023,Rahul Verma,East,Office Supplies,486.33,9,Active,nan,,nan
ORD-01973,25-12-2024,  Geeta Pandey  ,  West ,Furniture,nan,2,Active,nan,,nan
ORD-02247,09-08-2023,Sanjay Joshi,  West ,Furniture   ,$336.92,6, Active,nan,,nan
ORD-01367,06-06-2023,Neha Tiwari,  North ,Furniture,10385.27,4,Active,nan,,nan
ORD-02173,07-04-2023,Gaurav Mishra,  North ,Furniture,6911.98,2,Active,nan,,nan
ORD-01134,02-01-2023,  Dev Mathur  ,East,Electronics   ,9091.15,3,Active,nan,,nan
ORD-02336,10-07-2024,Meena Krishnan,East,Furniture,14854.87,7,Active,nan,,nan
ORD-01912,2024/04/21,  Ajay Rastogi  ,  North ,Office Supplies   ,1665.55,15,Active,nan,,nan
ORD-01901,02-12-2023,Amit Kumar,South,Electronics,ERROR,5,Cancelled,nan,,nan
ORD-02017,06-05-2024,Vivek Chopra,West,Furniture,15485.22,1,Active,nan,,nan
ORD-02018,19-04-2024,Pooja Iyer,  North ,Furniture,3573.54,6,Active,nan,,nan
ORD-01965,09-04-2024,Nikhil Desai,South,Office Supplies,0.0,25,Returned,nan,,nan
ORD-01553,08-12-2024,Suresh Rao,West,Furniture,16177.46,1,Active,nan,,nan
ORD-02419,05-08-2023,Asha Kulkarni,  South ,Furniture,10972.83,5,Active,nan,,nan
ORD-01542,30-08-2023,Manish Srivastava,East,Furniture   ,16279.16,1,Active,nan,,nan
ORD-01778,10-07-2024,Manish Srivastava,East,Furniture,14765.34,1, Active,nan,,nan
ORD-02342,10-01-2023,Geeta Pandey,  West ,Furniture,6314.85,7,Active,nan,,nan
ORD-01331,09-08-2024,Ananya Sharma,  North ,Furniture   ,0.0,1,Cancelled,nan,,nan
ORD-02296,02-04-2024,Nidhi Bhatt,South,Electronics,NA,4,Active,nan,,nan
ORD-02403,28-10-2024,Divya Kaur,North,Office Supplies,901.43,16,Active,nan,,nan
ORD-02102,23-04-2023,Ajay Rastogi,North,Office Supplies,1960.55,18,Active,nan,,nan
ORD-01122,26-08-2023,Tara Saxena,East,Office Supplies,$0.00,3,Cancelled,nan,,nan
ORD-02414,23-04-2023,  Yash Agarwal  ,North,Electronics,$0.00,1,Returned,nan,,nan
ORD-01130,05-07-2023,Nidhi Bhatt,  South ,Furniture,17452.28,8,Active,nan,,nan
ORD-01617,20-10-2024,Divya Kaur,North,Electronics,4284.31,4,Active,nan,,nan
ORD-01237,19-10-2023,Yash Agarwal,North,Electronics   ,14478.48,4,Active,nan,,nan
ORD-01758,11-02-2024,Sneha Gupta,  East ,Furniture   ,nan,1,Returned,nan,,nan
ORD-01786,Not Available,Sarita Bansal,West,Office Supplies   ,257.18,12,Active,nan,,nan
ORD-01530,2024/12/22,Rohan Mehta,South,Office Supplies,619.24,29,Active,nan,,nan
ORD-01570,11-12-2023,Nikhil Desai,nan,Furniture,"$4,922.30",5,Active,nan,,nan
ORD-01413,26-05-2023,Smita Patil,  East ,Furniture,14181.58,8,Active,nan,,nan
ORD-01178,2023/07/14,nan,West,Furniture   ,nan,4,Active,nan,,nan
ORD-01400,31-08-2024,  Pooja Iyer  ,North,Office Supplies,3318.11,7.5,Active,nan,,nan
